Function name	Segment	Start	Length	Locals	Arguments	R	F	L	M	O	S	B	T	=	X
sub_46AD00	.text	0046AD00	0000005D	00002004	00000008	R	.	.	.	.	.	.	.	.	.
sub_46AE50	.text	0046AE50	00000021	00000000	00000009	R	.	.	.	.	.	.	.	.	.
sub_46AE80	.text	0046AE80	000000D2	00000010	00000008	R	.	.	.	.	.	.	.	.	.
sub_46B030	.text	0046B030	0000002E	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_46B5C0	.text	0046B5C0	00000074	00000008	00000004	R	.	.	.	.	.	.	.	.	.
sub_46B680	.text	0046B680	00000070	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_46B7C0	.text	0046B7C0	00000034	00000004	00000008	R	.	.	.	.	.	.	.	.	.
sub_46B800	.text	0046B800	00000078	00000004		R	.	.	.	.	.	.	.	.	.
sub_46B880	.text	0046B880	00000011	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_46B8A0	.text	0046B8A0	00000041	00000004	0000000C	R	.	.	.	.	.	.	.	.	.
sub_46B8F0	.text	0046B8F0	00000054	00000018	00000008	R	.	.	.	.	.	.	.	.	.
sub_46B950	.text	0046B950	00000145	0000000C	00000008	R	.	.	.	.	.	.	.	.	.
sub_46BAA0	.text	0046BAA0	000000AA	00000014	00000010	R	.	.	.	.	.	.	.	.	.
sub_46BB50	.text	0046BB50	000000C2	0000003C	00000010	R	.	.	.	.	.	.	.	.	.
sub_46BC20	.text	0046BC20	0000009B	00000038		R	.	.	.	.	.	.	.	.	.
sub_46BCC0	.text	0046BCC0	00000056	00000008	00000004	R	.	.	.	.	.	.	T	.	.
sub_46BD20	.text	0046BD20	0000001C	00000000		R	.	.	.	.	.	.	.	.	.
sub_46BD60	.text	0046BD60	000000BA	0000000C	00000010	R	.	.	.	.	.	.	.	.	.
sub_46BEA0	.text	0046BEA0	000000A3	00000008	00000004	R	.	.	.	.	.	.	.	.	.
sub_46BF50	.text	0046BF50	000000A4	00000028	00000004	R	.	.	.	.	.	.	T	.	.
sub_46C000	.text	0046C000	000001AF	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_46C1B0	.text	0046C1B0	0000002E	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_46C1F0	.text	0046C1F0	00000036	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_46C230	.text	0046C230	0000008F	0000000C	00000008	R	.	.	.	.	.	.	T	.	.
sub_46C2C0	.text	0046C2C0	00000052	00000004	00000008	R	.	.	.	.	.	.	.	.	.
sub_46C350	.text	0046C350	00000069	00000000	00000001	R	.	.	.	.	.	.	.	.	.
sub_46C3C0	.text	0046C3C0	00000058	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_46C420	.text	0046C420	00000123	00000014	00000004	R	.	.	.	.	.	.	.	.	.
sub_46C560	.text	0046C560	00000010	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_46C6C0	.text	0046C6C0	000000B6	00000104	00000008	R	.	.	.	.	.	.	.	.	.
sub_46C780	.text	0046C780	0000002E	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_46C7C0	.text	0046C7C0	00000019	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_46C7E0	.text	0046C7E0	0000003D	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_46CA90	.text	0046CA90	0000003E	00000004	0000000C	R	.	.	.	.	.	.	.	.	.
sub_46CAD0	.text	0046CAD0	000002F5	00000018	00000004	R	.	.	.	.	.	.	.	.	.
sub_46D4F0	.text	0046D4F0	000000D5	00000040	00000008	R	.	.	.	.	.	.	.	.	.
sub_46D5D0	.text	0046D5D0	000001EC	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_46D7C0	.text	0046D7C0	0000000C	00000000		R	.	.	.	.	.	.	.	.	.
sub_46D7D0	.text	0046D7D0	0000009C	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_46D870	.text	0046D870	0000005A	00000004	00000018	R	.	.	.	.	.	.	.	.	.
sub_46D8D0	.text	0046D8D0	0000000D	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_46D9F0	.text	0046D9F0	00000072	00000008	0000001C	R	.	.	.	.	.	.	.	.	.
sub_46DAB0	.text	0046DAB0	00000070	00000008	00000008	R	.	.	.	.	.	.	T	.	.
sub_46DB50	.text	0046DB50	00000028	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_46DB80	.text	0046DB80	00000015	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_46DBA0	.text	0046DBA0	000000CB	00000014	0000000C	R	.	.	.	.	.	.	.	.	.
sub_46DC70	.text	0046DC70	00000048	00000004	00000008	R	.	.	.	.	.	.	.	.	.
sub_46DCC0	.text	0046DCC0	00000020	00000200	0000000D	R	.	.	.	.	.	.	.	.	.
sub_46DF20	.text	0046DF20	0000005D	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_46DFB0	.text	0046DFB0	00000230	00000008	0000000C	R	.	.	.	.	.	.	.	.	.
sub_46E230	.text	0046E230	00000010	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_46E380	.text	0046E380	00000013	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_46E3A0	.text	0046E3A0	0000005A	00000004	0000000C	R	.	.	.	.	.	.	.	.	.
sub_46E400	.text	0046E400	00000010	000000B8	0000000C	R	.	.	.	.	.	.	.	.	.
sub_46E800	.text	0046E800	00000114	00000000	00000001	R	.	.	.	.	.	.	.	.	.
sub_46E8E0	.text	0046E8E0	00000089	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_46E970	.text	0046E970	00000036	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_46E9B0	.text	0046E9B0	0000007C	00000010	00000008	R	.	.	.	.	.	.	.	.	.
sub_46EA30	.text	0046EA30	000001EB	00000010	00000001	R	.	.	.	.	.	.	.	.	.
sub_46EC20	.text	0046EC20	00000020	00000040	00000014	R	.	.	.	.	.	.	.	.	.
sub_46EFF0	.text	0046EFF0	00000029	00000008	0000000C	R	.	.	.	.	.	.	.	.	.
sub_46F030	.text	0046F030	00000018	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_46F050	.text	0046F050	00000148	00000028	00000004	R	.	.	.	.	.	.	.	.	.
sub_46F300	.text	0046F300	0000001D	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_46F320	.text	0046F320	000000A0	000001F4	00000014	R	.	.	.	.	.	B	.	.	.
sub_470270	.text	00470270	000000DD	00000044	00000009	R	.	.	.	.	.	.	T	.	.
sub_470350	.text	00470350	00000024	00000004	0000000C	R	.	.	.	.	.	.	.	.	.
sub_470380	.text	00470380	00000089	00000004	00000008	R	.	.	.	.	.	.	.	.	.
sub_470530	.text	00470530	0000007F	0000000C	00000004	R	.	.	.	.	.	.	.	.	.
sub_470610	.text	00470610	00000030	00000000	00000014	R	.	.	.	.	.	.	.	.	.
sub_470710	.text	00470710	00000042	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_470760	.text	00470760	00000027	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_470790	.text	00470790	00000040	00000000	0000000C	R	.	.	.	.	.	.	.	.	.
sub_4707D0	.text	004707D0	00000076	00000034	0000000C	R	.	.	.	.	.	.	T	.	.
sub_4708A0	.text	004708A0	0000002A	00000000	00000004	R	.	.	.	.	.	.	T	.	.
sub_4708D0	.text	004708D0	0000000F	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_4708E0	.text	004708E0	000000C5	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_470CA0	.text	00470CA0	00000037	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_470CE0	.text	00470CE0	0000001E	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_470D00	.text	00470D00	0000007E	0000000C		R	.	.	.	.	.	.	.	.	.
sub_470D80	.text	00470D80	00000094	00000000		R	.	.	.	.	.	.	.	.	.
sub_470E20	.text	00470E20	000001D0	00000008	00000004	R	.	.	.	.	.	.	.	.	.
sub_470FF0	.text	00470FF0	000000B3	00000004	00000008	R	.	.	.	.	.	.	.	.	.
sub_4710B0	.text	004710B0	00000107	00000064	00000004	R	.	.	.	.	.	.	.	.	.
sub_4711C0	.text	004711C0	00000053	00000000	00000014	R	.	.	.	.	.	.	.	.	.
sub_471220	.text	00471220	000000A0	00000008	0000000C	R	.	.	.	.	.	.	.	.	.
sub_4712C0	.text	004712C0	00000079	00000010	00000004	R	.	.	.	.	.	.	T	.	.
sub_4713E0	.text	004713E0	00000051	00000008	0000000C	R	.	.	.	.	.	.	.	.	.
sub_471440	.text	00471440	00000086	00000004	00000008	R	.	.	.	.	.	.	.	.	.
sub_4714D0	.text	004714D0	0000001C	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_4714F0	.text	004714F0	000000B3	0000000C	00000004	R	.	.	.	.	.	.	.	.	.
sub_4715C0	.text	004715C0	00000104	00000010	00000004	R	.	.	.	.	.	.	.	.	.
sub_4716D0	.text	004716D0	00000017	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_4716F0	.text	004716F0	00000053	00000008	00000004	R	.	.	.	.	.	.	T	.	.
sub_471750	.text	00471750	0000002F	00000004		R	.	.	.	.	.	.	.	.	.
sub_471780	.text	00471780	0000004C	0000000C		R	.	.	.	.	.	.	.	.	.
sub_4717D0	.text	004717D0	00000011	00000000		R	.	.	.	.	.	.	.	.	.
sub_4722B0	.text	004722B0	0000001A	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_472320	.text	00472320	00000053	00000008	0000000C	R	.	.	.	.	.	.	.	.	.
sub_472380	.text	00472380	00000037	000000A0	00000008	R	.	.	.	.	.	.	.	.	.
sub_472530	.text	00472530	00000022	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_4725F0	.text	004725F0	0000001F	00000000		R	.	.	.	.	.	.	.	.	.
sub_472610	.text	00472610	00000029	00000004	00000008	R	.	.	.	.	.	.	.	.	.
sub_472640	.text	00472640	00000006	00000000		R	.	.	.	.	.	.	.	.	.
sub_4726A0	.text	004726A0	00000039	00000008	00000004	R	.	.	.	.	.	.	.	.	.
sub_4726E0	.text	004726E0	00000080	00000004	00000014	R	.	.	.	.	.	.	.	.	.
sub_472760	.text	00472760	0000007D	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_4728D0	.text	004728D0	00000066			.	.	.	.	.	.	.	.	.	.
sub_472940	.text	00472940	00000005	00000000		R	.	.	.	.	.	.	.	.	.
sub_472950	.text	00472950	00000020	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_472990	.text	00472990	0000007E	00000008		R	.	.	.	.	.	.	.	.	.
sub_472A10	.text	00472A10	0000000E	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_472A20	.text	00472A20	000000AA	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_472AD0	.text	00472AD0	000000E7	00000010	00000010	R	.	.	.	.	.	.	.	.	.
sub_472BC0	.text	00472BC0	00000018	00000000		R	.	.	.	.	.	.	.	.	.
sub_472C50	.text	00472C50	00000019	00000000		R	.	.	.	.	.	.	.	.	.
sub_472C70	.text	00472C70	00000150	00000040	00000018	R	.	.	.	.	.	.	.	.	.
sub_472F40	.text	00472F40	0000002C	00000000	0000000C	R	.	.	.	.	.	.	.	.	.
sub_472F70	.text	00472F70	0000006E	0000000C	00000001	R	.	.	.	.	.	.	.	.	.
sub_472FE0	.text	00472FE0	000000E0	00000008		R	.	.	.	.	.	.	.	.	.
sub_4730C0	.text	004730C0	00000130	00000004	00000004	R	.	.	.	.	.	.	T	.	.
sub_4731F0	.text	004731F0	00000018	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_473210	.text	00473210	0000004D	00000004		R	.	.	.	.	.	.	.	.	.
sub_473260	.text	00473260	0000007E	00000008	00000009	R	.	.	.	.	.	.	.	.	.
sub_4733F0	.text	004733F0	00000038	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_4734B0	.text	004734B0	0000007D	00000080		R	.	.	.	.	.	.	.	.	.
sub_473530	.text	00473530	00000045	00000000	00000008	R	.	.	.	.	.	.	T	.	.
sub_473580	.text	00473580	00000024	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_473A40	.text	00473A40	00000142	0000000C	00000008	R	.	.	.	.	.	.	.	.	.
sub_473B90	.text	00473B90	00000050	0000000C	00000010	R	.	.	.	.	.	.	.	.	.
sub_473CD0	.text	00473CD0	00000021	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_473D00	.text	00473D00	00000097	00000010	00000010	R	.	.	.	.	.	.	.	.	.
sub_473DA0	.text	00473DA0	0000005D	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_473E00	.text	00473E00	00000043	00000004	00000008	R	.	.	.	.	.	.	.	.	.
sub_473E50	.text	00473E50	0000003E	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_474060	.text	00474060	00000037	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_4743B0	.text	004743B0	00000052	00000000		R	.	.	.	.	.	.	.	.	.
sub_474410	.text	00474410	0000001E	00000000	00000010	R	.	.	.	.	.	.	.	.	.
sub_474430	.text	00474430	00000038	00000000		R	.	.	.	.	.	.	.	.	.
sub_474470	.text	00474470	00000040	00000004	00000008	R	.	.	.	.	.	.	.	.	.
sub_474FF0	.text	00474FF0	000000F4	00000014	00000004	R	.	.	.	.	.	.	.	.	.
sub_4752D0	.text	004752D0	0000004A	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_475320	.text	00475320	00000005	00000000		R	.	.	.	.	.	.	.	.	.
sub_475330	.text	00475330	0000008B	00000018	0000001C	R	.	.	.	.	.	.	T	.	.
sub_4753C0	.text	004753C0	00000010	00000000		R	.	.	.	.	.	.	.	.	.
sub_4753D0	.text	004753D0	00000040	00000000		R	.	.	.	.	.	.	.	.	.
sub_475410	.text	00475410	0000002E	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_475440	.text	00475440	00000129	00001010	00000010	R	.	.	.	.	.	.	.	.	.
sub_475570	.text	00475570	00000200	00000020	0000001C	R	.	.	.	.	.	.	.	.	.
sub_475770	.text	00475770	00001871	000004E8	00000004	R	.	.	.	.	.	.	.	.	.
sub_477020	.text	00477020	000000C2	00000070	00000014	R	.	.	.	.	.	B	.	.	.
sub_4770F0	.text	004770F0	00000023	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_477120	.text	00477120	000000A4	00000024	00000004	R	.	.	.	.	.	.	.	.	.
sub_4771E0	.text	004771E0	0000015A	00000014		R	.	.	.	.	.	.	.	.	.
sub_477340	.text	00477340	00000073	0000001C	00000008	R	.	.	.	.	.	.	.	.	.
sub_4773C0	.text	004773C0	00000371	0000103C	00000008	R	.	.	.	.	.	.	T	.	.
sub_477740	.text	00477740	000000C3	00000008	0000000C	R	.	.	.	.	.	.	T	.	.
sub_477850	.text	00477850	00000436	0000000C	0000000C	R	.	.	.	.	.	.	.	.	.
sub_477CA0	.text	00477CA0	00000042	00000000	00000014	R	.	.	.	.	.	.	.	.	.
sub_477CF0	.text	00477CF0	00000080	0000000C	00000004	R	.	.	.	.	.	.	.	.	.
sub_477D70	.text	00477D70	00000078	0000000C	00000008	R	.	.	.	.	.	.	.	.	.
sub_477DF0	.text	00477DF0	00000063	00000004	00000018	R	.	.	.	.	.	.	.	.	.
sub_477E60	.text	00477E60	00000041	00000000	0000000C	R	.	.	.	.	.	.	.	.	.
sub_477EB0	.text	00477EB0	00000270	00000020	00000014	R	.	.	.	.	.	B	.	.	.
sub_478120	.text	00478120	00000061	00000014	00000010	R	.	.	.	.	.	.	.	.	.
sub_4782B0	.text	004782B0	0000001C	00000000	00000010	R	.	.	.	.	.	.	.	.	.
sub_4782D0	.text	004782D0	0000007F	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_478610	.text	00478610	00000063	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_478680	.text	00478680	00000056	00000000	00000010	R	.	.	.	.	.	.	.	.	.
sub_478740	.text	00478740	00000190	00000068	00000004	R	.	.	.	.	.	.	.	.	.
sub_478D90	.text	00478D90	0000002F	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_478F30	.text	00478F30	00000043	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_478F80	.text	00478F80	00000045	00000010	0000000C	R	.	.	.	.	.	.	T	.	.
sub_479060	.text	00479060	0000009A	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_479100	.text	00479100	0000000C	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_479110	.text	00479110	00000100	00000044	00000004	R	.	.	.	.	.	.	.	.	.
sub_479270	.text	00479270	0000001D	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_479290	.text	00479290	00000120	00000040		R	.	.	.	.	.	.	.	.	.
sub_479780	.text	00479780	0000017A	00000064	0000000D	R	.	.	.	.	.	.	.	.	.
sub_479900	.text	00479900	00000006	00000000		R	.	.	.	.	.	.	.	.	.
sub_479910	.text	00479910	00000025	00000000		R	.	.	.	.	.	.	.	.	.
sub_479DB0	.text	00479DB0	0000001B	00000000	00000008	R	.	.	.	.	.	.	T	.	.
sub_479E40	.text	00479E40	00000050	00000034		R	.	.	.	.	.	.	.	.	.
sub_47A9E0	.text	0047A9E0	00000025	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_47AA60	.text	0047AA60	00000019	00000000	00000004	R	.	.	.	.	.	.	T	.	.
sub_47AA80	.text	0047AA80	00000006	00000000		R	.	.	.	.	.	.	.	.	.
sub_47ACF0	.text	0047ACF0	00000052	00000000	00000010	R	.	.	.	.	.	.	.	.	.
sub_47AD50	.text	0047AD50	00000007	00000000		R	.	.	.	.	.	.	.	.	.
sub_47AE10	.text	0047AE10	00000008	00000000		R	.	.	.	.	.	.	.	.	.
sub_47B770	.text	0047B770	00000084	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_47B800	.text	0047B800	0000017B	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_47B980	.text	0047B980	00000025	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_47B9F0	.text	0047B9F0	00000070	00000004	00000008	R	.	.	.	.	.	.	.	.	.
sub_47BD90	.text	0047BD90	0000014C	00000038	0000000C	R	.	.	.	.	.	.	.	.	.
sub_47BEE0	.text	0047BEE0	00000063	00000004	0000001C	R	.	.	.	.	.	.	.	.	.
sub_47BF50	.text	0047BF50	0000000B	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_47C170	.text	0047C170	00000066	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_47C200	.text	0047C200	00000055	0000000C	0000000C	R	.	.	.	.	.	.	.	.	.
sub_47C260	.text	0047C260	00000008	00000000		R	.	.	.	.	.	.	.	.	.
sub_47C320	.text	0047C320	00000048	00000004	00000008	R	.	.	.	.	.	.	.	.	.
sub_47C370	.text	0047C370	00000051	0000000C	00000004	R	.	.	.	.	.	.	.	.	.
sub_47C3D0	.text	0047C3D0	00000031	00000008	00000018	R	.	.	.	.	.	.	.	.	.
sub_47C410	.text	0047C410	000000C1	00000008		R	.	.	.	.	.	.	.	.	.
sub_47C4E0	.text	0047C4E0	0000001E	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_47C530	.text	0047C530	000001E1	00000034	00000008	R	.	.	.	.	.	.	.	.	.
sub_47C820	.text	0047C820	00000098	00000000		R	.	.	.	.	.	.	.	.	.
sub_47C8C0	.text	0047C8C0	0000002F	00000008	0000000C	R	.	.	.	.	.	.	.	.	.
sub_47D490	.text	0047D490	000000C7	00000004		R	.	.	.	.	.	.	.	.	.
sub_47D560	.text	0047D560	00000060	00000004	0000001C	R	.	.	.	.	.	.	T	.	.
sub_47D5C0	.text	0047D5C0	00000167	00000024	0000000C	R	.	.	.	.	.	.	.	.	.
sub_47D730	.text	0047D730	000000C0	00000000	0000000C	R	.	.	.	.	.	.	.	.	.
sub_47D7F0	.text	0047D7F0	00000090	00000014	0000000C	R	.	.	.	.	.	B	.	.	.
sub_47D9D0	.text	0047D9D0	000000BC	00000008	00000008	R	.	.	.	.	.	.	T	.	.
sub_47DA90	.text	0047DA90	00000140	00000008	00000004	R	.	.	.	.	.	.	.	.	.
sub_47E380	.text	0047E380	0000000D	00000000		R	.	.	.	.	.	.	.	.	.
sub_47E390	.text	0047E390	00000040	0000000C	00000004	R	.	.	.	.	.	.	.	.	.
sub_47E3D0	.text	0047E3D0	000000DC	00000030	00000008	R	.	.	.	.	.	.	.	.	.
sub_47E4B0	.text	0047E4B0	0000001B	00000000		R	.	.	.	.	.	.	.	.	.
sub_47E4D0	.text	0047E4D0	00000143	0000030C	00000010	R	.	.	.	.	.	.	.	.	.
sub_47E650	.text	0047E650	0000000B	00000000		R	.	.	.	.	.	.	.	.	.
sub_47E6B0	.text	0047E6B0	0000003D	0000000C	00000004	R	.	.	.	.	.	.	.	.	.
sub_47E7A0	.text	0047E7A0	000005F0	0000009C	00000020	R	.	.	.	.	.	.	.	.	.
sub_47EFB0	.text	0047EFB0	00000029	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_47EFE0	.text	0047EFE0	000000DC	00000020		R	.	.	.	.	.	.	.	.	.
sub_47F0C0	.text	0047F0C0	00000100	00000008	00000004	R	.	.	.	.	.	.	.	.	.
sub_47F1C0	.text	0047F1C0	0000001E	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_47F1E0	.text	0047F1E0	00000041	00000004	00000008	R	.	.	.	.	.	.	T	.	.
sub_47F230	.text	0047F230	000000EF	00000408	00000008	R	.	.	.	.	.	.	.	.	.
sub_47F320	.text	0047F320	00000076	0000000C	00000008	R	.	.	.	.	.	.	.	.	.
sub_47F3A0	.text	0047F3A0	00000021	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_47F3D0	.text	0047F3D0	00000147	0000003C	0000000C	R	.	.	.	.	.	.	.	.	.
sub_47F720	.text	0047F720	0000009F	00000014		R	.	.	.	.	.	.	.	.	.
sub_47F7C0	.text	0047F7C0	0000004D	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_47F810	.text	0047F810	00000082	00000004		R	.	.	.	.	.	.	.	.	.
sub_47F8A0	.text	0047F8A0	00000026	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_47F8D0	.text	0047F8D0	00000088	0000000C	00000008	R	.	.	.	.	.	B	.	.	.
sub_47F960	.text	0047F960	00000049	00000000	0000000C	R	.	.	.	.	.	.	.	.	.
sub_47F9B0	.text	0047F9B0	0000000B	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_47F9C0	.text	0047F9C0	0000009E	0000000C	00000008	R	.	.	.	.	.	.	T	.	.
sub_47FA60	.text	0047FA60	00000082	00000004	0000000C	R	.	.	.	.	.	.	.	.	.
sub_47FAF0	.text	0047FAF0	00000021	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_47FB20	.text	0047FB20	0000005C	00000004	00000010	R	.	.	.	.	.	.	.	.	.
sub_47FB90	.text	0047FB90	0000004E	00000000		R	.	.	.	.	.	.	.	.	.
sub_47FBE0	.text	0047FBE0	00000077	0000000C	0000000C	R	.	.	.	.	.	.	.	.	.
sub_47FE10	.text	0047FE10	000000FE	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_47FF10	.text	0047FF10	00000011	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_47FF30	.text	0047FF30	00000071	00000008	00000004	R	.	.	.	.	.	.	.	.	.
sub_47FFB0	.text	0047FFB0	00000083	00000010	00000004	R	.	.	.	.	.	.	T	.	.
sub_480280	.text	00480280	0000016E	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_4803F0	.text	004803F0	00000054	00000000		R	.	.	.	.	.	.	.	.	.
sub_4804D0	.text	004804D0	00000094	0000000C	0000000C	R	.	.	.	.	.	.	.	.	.
sub_480570	.text	00480570	00000024	00000000	0000000C	R	.	.	.	.	.	.	.	.	.
sub_4805A0	.text	004805A0	00000037	00000004	00000010	R	.	.	.	.	.	.	.	.	.
sub_480650	.text	00480650	000000E6	00000008	00000014	R	.	.	.	.	.	.	.	.	.
sub_480760	.text	00480760	00000028	00000000	00000004	R	.	.	.	.	.	.	T	.	.
sub_4809B0	.text	004809B0	00000082	00000008	00000010	R	.	.	.	.	.	.	.	.	.
sub_481850	.text	00481850	00000028	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_481880	.text	00481880	00000020	00000000	00000018	R	.	.	.	.	.	.	.	.	.
sub_481910	.text	00481910	00000034	00000090	00000008	R	.	.	.	.	.	.	T	.	.
sub_481950	.text	00481950	00000066	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_4819C0	.text	004819C0	00000053	00000004	00000008	R	.	.	.	.	.	.	.	.	.
sub_481A20	.text	00481A20	00000086	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_481AC0	.text	00481AC0	0000004B	00000000	00000001	R	.	.	.	.	.	.	T	.	.
sub_481BE0	.text	00481BE0	00000037	00000004	00000004	R	.	.	.	.	.	.	.	.	.
sub_481C20	.text	00481C20	0000000B	00000000		R	.	.	.	.	.	.	.	.	.
sub_481C30	.text	00481C30	0000014D	00000010		R	.	.	.	.	.	.	.	.	.
sub_481D80	.text	00481D80	00000269	00000050	00000004	R	.	.	.	.	.	.	.	.	.
sub_482020	.text	00482020	0000044F	00000064	00000004	R	.	.	.	.	.	B	.	.	.
sub_482540	.text	00482540	00000098	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_482610	.text	00482610	00000147	00000020	00000014	R	.	.	.	.	.	.	.	.	.
sub_482760	.text	00482760	0000000C	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_482770	.text	00482770	00000076	00000000	00000001	R	.	.	.	.	.	.	.	.	.
sub_4827B0	.text	004827B0	0000001E	00000000	00000005	R	.	.	.	.	.	.	.	.	.
sub_4827D0	.text	004827D0	0000007E	00000000	00000014	R	.	.	.	.	.	.	.	.	.
sub_482850	.text	00482850	00000043	00000000	00000008	R	.	.	.	.	.	.	.	.	.
sub_4828A0	.text	004828A0	0000005C	00000000		R	.	.	.	.	.	.	.	.	.
sub_482900	.text	00482900	00000009	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_4829F0	.text	004829F0	00000072	00000010	0000000C	R	.	.	.	.	.	.	.	.	.
sub_482AC0	.text	00482AC0	000000B0	00000004	00000008	R	.	.	.	.	.	.	.	.	.
sub_482B70	.text	00482B70	00000066	00000000		R	.	.	.	.	.	.	.	.	.
sub_482BE0	.text	00482BE0	00000059	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_482C40	.text	00482C40	0000002C	00000004	00000006	R	.	.	.	.	.	.	T	.	.
sub_482D20	.text	00482D20	0000008A	00000000	00000001	R	.	.	.	.	.	.	.	.	.
sub_482D70	.text	00482D70	00000098	00000038		R	.	.	.	.	.	.	.	.	.
sub_482E10	.text	00482E10	00000042	00000000	00000004	R	.	.	.	.	.	.	T	.	.
sub_482E60	.text	00482E60	00000030	00000004	000000A4	R	.	.	.	.	.	.	.	.	.
sub_482F80	.text	00482F80	00000064	00000000	00000004	R	.	.	.	.	.	.	.	.	.
sub_482FF0	.text	00482FF0	00000068	00000008	00000008	R	.	.	.	.	.	.	.	.	.
sub_483320	.text	00483320	0000002B	00000004	0000000C	R	.	.	.	.	.	.	.	.	.
sub_483350	.text	00483350	000000AE	0000000C		R	.	.	.	.	.	.	.	.	.
sub_483400	.text	00483400	00000006	00000000		R	.	.	.	.	.	.	.	.	.
sub_483410	.text	00483410	00000005	00000000		R	.	.	.	.	.	.	.	.	.
